"date","discharge","hydroperiod"
2010-04-04,30.3024,"spring"
2010-04-05,35.6832,"spring"
2010-04-06,43.896,"spring"
2010-04-07,39.9312,"spring"
2010-04-08,29.1696,"spring"
2010-04-09,24.46848,"spring"
2010-04-10,26.28096,"spring"
2010-04-11,25.74288,"spring"
2010-04-12,24.3552,"spring"
2010-04-13,22.74096,"spring"
2010-04-14,20.02224,"spring"
2010-04-15,16.48224,"spring"
2010-04-16,15.12288,"spring"
2010-04-17,14.3016,"spring"
2010-04-18,12.29088,"spring"
2010-04-19,11.44128,"spring"
2010-04-20,10.73328,"spring"
2010-04-21,9.68544,"spring"
2010-04-22,9.14736,"spring"
2010-04-23,9.74208,"spring"
2010-04-24,9.09072,"spring"
2010-04-25,8.0712,"spring"
2010-04-26,6.99504,"spring"
2010-04-27,5.9472,"spring"
2010-04-28,5.5224,"spring"
2010-04-29,5.21088,"spring"
2010-04-30,5.06928,"spring"
2010-05-01,5.18256,"spring"
2010-05-02,5.0976,"spring"
2010-05-03,4.84272,"spring"
2010-05-04,4.13472,"spring"
2010-05-05,3.93648,"spring"
2010-05-06,3.76656,"spring"
2010-05-07,3.8232,"spring"
2010-05-08,3.70992,"spring"
2010-05-09,3.48336,"spring"
2010-05-10,3.37008,"spring"
2010-05-11,3.31344,"spring"
2010-05-12,3.48336,"spring"
2010-05-13,3.42672,"spring"
2010-05-14,3.37008,"spring"
2010-05-15,3.42672,"spring"
2010-05-16,3.28512,"spring"
2010-05-17,3.20016,"spring"
2010-05-18,3.05856,"spring"
2010-05-19,2.94528,"spring"
2010-05-20,2.727216,"spring"
2010-05-21,2.744208,"spring"
2010-05-22,2.565792,"spring"
2010-05-23,2.613936,"spring"
2010-05-24,2.73288,"spring"
2010-05-25,2.88864,"spring"
2010-05-26,2.667744,"spring"
2010-05-27,2.497824,"spring"
2010-05-28,2.574288,"spring"
2010-05-29,2.427024,"spring"
2010-05-30,2.347728,"spring"
2010-05-31,2.302416,"spring"
2010-06-01,2.1948,"summer"
2010-06-02,2.06736,"summer"
2010-06-03,1.976736,"summer"
2010-06-04,1.990896,"summer"
2010-06-05,1.928592,"summer"
2010-06-06,1.914432,"summer"
2010-06-07,1.891776,"summer"
2010-06-08,1.880448,"summer"
2010-06-09,1.852128,"summer"
2010-06-10,1.852128,"summer"
2010-06-11,1.880448,"summer"
2010-06-12,1.849296,"summer"
2010-06-13,1.951248,"summer"
2010-06-14,1.95408,"summer"
2010-06-15,1.945584,"summer"
2010-06-16,1.937088,"summer"
2010-06-17,1.843632,"summer"
2010-06-18,1.8408,"summer"
2010-06-19,1.809648,"summer"
2010-06-20,1.809648,"summer"
2010-06-21,1.823808,"summer"
2010-06-22,1.823808,"summer"
2010-06-23,1.79832,"summer"
2010-06-24,1.78416,"summer"
2010-06-25,1.75584,"summer"
2010-06-26,1.74168,"summer"
2010-06-27,1.772832,"summer"
2010-06-28,1.772832,"summer"
2010-06-29,1.772832,"summer"
2010-06-30,1.772832,"summer"
2010-07-01,1.772832,"summer"
2010-07-02,1.801152,"summer"
2010-07-03,1.809648,"summer"
2010-07-04,1.809648,"summer"
2010-07-05,1.801152,"summer"
2010-07-06,1.786992,"summer"
2010-07-07,1.789824,"summer"
2010-07-08,1.809648,"summer"
2010-07-09,1.806816,"summer"
2010-07-10,1.772832,"summer"
2010-07-11,1.772832,"summer"
2010-07-12,1.792656,"summer"
2010-07-13,1.835136,"summer"
2010-07-14,1.871952,"summer"
2010-07-15,2.056032,"summer"
2010-07-16,2.098512,"summer"
2010-07-17,2.27976,"summer"
2010-07-18,2.616768,"summer"
2010-07-19,2.77536,"summer"
2010-07-20,2.88864,"summer"
2010-07-21,2.713056,"summer"
2010-07-22,3.1152,"summer"
2010-07-23,3.37008,"summer"
2010-07-24,3.8232,"summer"
2010-07-25,3.85152,"summer"
2010-07-26,3.99312,"summer"
2010-07-27,4.89936,"summer"
2010-07-28,4.61616,"summer"
2010-07-29,4.3896,"summer"
2010-07-30,4.30464,"summer"
2010-07-31,10.59168,"summer"
2010-08-01,21.18336,"summer"
2010-08-02,98.8368,"summer"
2010-08-03,28.15008,"summer"
2010-08-04,18.91776,"summer"
2010-08-05,13.82016,"summer"
2010-08-06,10.11024,"summer"
2010-08-07,8.26944,"summer"
2010-08-08,8.3544,"summer"
2010-08-09,11.44128,"summer"
2010-08-10,9.74208,"summer"
2010-08-11,7.30656,"summer"
2010-08-12,6.00384,"summer"
2010-08-13,4.78608,"summer"
2010-08-14,4.02144,"summer"
2010-08-15,3.73824,"summer"
2010-08-16,3.59664,"summer"
2010-08-17,3.42672,"summer"
2010-08-18,3.56832,"summer"
2010-08-19,3.45504,"summer"
2010-08-20,3.20016,"summer"
2010-08-21,2.86032,"summer"
2010-08-22,2.772528,"summer"
2010-08-23,2.77536,"summer"
2010-08-24,2.749872,"summer"
2010-08-25,2.650752,"summer"
2010-08-26,2.517648,"summer"
2010-08-27,2.446848,"summer"
2010-08-28,2.339232,"summer"
2010-08-29,2.71872,"summer"
2010-08-30,2.88864,"summer"
2010-08-31,2.701728,"summer"
2010-09-01,2.568624,"fall"
2010-09-02,2.596944,"fall"
2010-09-03,2.452512,"fall"
2010-09-04,2.302416,"fall"
2010-09-05,2.285424,"fall"
2010-09-06,2.197632,"fall"
2010-09-07,2.367552,"fall"
2010-09-08,2.472336,"fall"
2010-09-09,2.625264,"fall"
2010-09-10,2.452512,"fall"
2010-09-11,2.310912,"fall"
2010-09-12,2.186304,"fall"
2010-09-13,2.155152,"fall"
2010-09-14,2.257104,"fall"
2010-09-15,2.401536,"fall"
2010-09-16,2.174976,"fall"
2010-09-17,2.06736,"fall"
2010-09-18,2.030544,"fall"
2010-09-19,2.022048,"fall"
2010-09-20,2.033376,"fall"
2010-09-21,2.056032,"fall"
2010-09-22,2.220288,"fall"
2010-09-23,2.32224,"fall"
2010-09-24,2.611104,"fall"
2010-09-25,2.74704,"fall"
2010-09-26,2.543136,"fall"
2010-09-27,2.43552,"fall"
2010-09-28,2.452512,"fall"
2010-09-29,2.200464,"fall"
2010-09-30,2.361888,"fall"
2010-10-01,2.20896,"fall"
2010-10-02,2.126832,"fall"
2010-10-03,2.35056,"fall"
2010-10-04,2.574288,"fall"
2010-10-05,3.85152,"fall"
2010-10-06,7.75968,"fall"
2010-10-07,54.0912,"fall"
2010-10-08,18.66288,"fall"
2010-10-09,10.9032,"fall"
2010-10-10,8.32608,"fall"
2010-10-11,6.88176,"fall"
2010-10-12,6.00384,"fall"
2010-10-13,5.43744,"fall"
2010-10-14,5.04096,"fall"
2010-10-15,4.64448,"fall"
2010-10-16,4.64448,"fall"
2010-10-17,4.41792,"fall"
2010-10-18,4.30464,"fall"
2010-10-19,4.36128,"fall"
2010-10-20,4.36128,"fall"
2010-10-21,5.15424,"fall"
2010-10-22,6.9384,"fall"
2010-10-23,5.63568,"fall"
2010-10-24,5.21088,"fall"
2010-10-25,5.15424,"fall"
2010-10-26,4.98432,"fall"
2010-10-27,4.72944,"fall"
2010-10-28,4.58784,"fall"
2010-10-29,4.50288,"fall"
2010-10-30,4.30464,"fall"
2010-10-31,4.36128,"fall"
2010-11-01,4.30464,"fall"
2010-11-02,4.21968,"fall"
2010-11-03,4.13472,"fall"
2010-11-04,4.07808,"fall"
2010-11-05,3.90816,"fall"
2010-11-06,4.02144,"fall"
2010-11-07,4.19136,"fall"
2010-11-08,4.07808,"fall"
2010-11-09,4.19136,"fall"
2010-11-10,4.3896,"fall"
2010-11-11,4.47456,"fall"
2010-11-12,4.55952,"fall"
2010-11-13,4.72944,"fall"
2010-11-14,4.61616,"fall"
2010-11-15,4.58784,"fall"
2010-11-16,4.61616,"fall"
2010-11-17,4.6728,"fall"
2010-11-18,4.58784,"fall"
2010-11-19,4.55952,"fall"
2010-11-20,4.5312,"fall"
2010-11-21,4.84272,"fall"
2010-11-22,5.04096,"fall"
2010-11-23,5.89056,"fall"
2010-11-24,5.57904,"fall"
2010-11-25,5.21088,"fall"
2010-11-26,5.06928,"fall"
2010-11-27,5.01264,"fall"
2010-11-28,4.72944,"fall"
2010-11-29,4.75776,"fall"
2010-11-30,4.78608,"fall"
2010-12-01,4.92768,"winter"
2010-12-02,5.21088,"winter"
2010-12-03,5.21088,"winter"
2010-12-04,5.29584,"winter"
2010-12-05,5.32416,"winter"
2010-12-06,5.35248,"winter"
2010-12-07,5.3808,"winter"
2010-12-08,5.46576,"winter"
2010-12-09,5.55072,"winter"
2010-12-10,5.46576,"winter"
2010-12-11,5.5224,"winter"
2010-12-12,5.49408,"winter"
2010-12-13,5.43744,"winter"
2010-12-14,5.43744,"winter"
2010-12-15,5.46576,"winter"
2010-12-16,5.69232,"winter"
2010-12-17,6.2304,"winter"
2010-12-18,6.68352,"winter"
2010-12-19,6.45696,"winter"
2010-12-20,7.61808,"winter"
2010-12-21,8.0712,"winter"
2010-12-22,7.44816,"winter"
2010-12-23,54.0912,"winter"
2010-12-24,86.9424,"winter"
2010-12-25,39.9312,"winter"
2010-12-26,24.86496,"winter"
2010-12-27,17.58672,"winter"
2010-12-28,13.7352,"winter"
2010-12-29,11.29968,"winter"
2010-12-30,10.39344,"winter"
2010-12-31,9.912,"winter"
2011-01-01,8.60928,"winter"
2011-01-02,7.73136,"winter"
2011-01-03,7.30656,"winter"
2011-01-04,6.96672,"winter"
2011-01-05,6.68352,"winter"
2011-01-06,6.5136,"winter"
2011-01-07,6.372,"winter"
2011-01-08,6.34368,"winter"
2011-01-09,6.34368,"winter"
2011-01-10,6.40032,"winter"
2011-01-11,6.45696,"winter"
2011-01-12,6.42864,"winter"
2011-01-13,6.34368,"winter"
2011-01-14,6.28704,"winter"
2011-01-15,6.74016,"winter"
2011-01-16,7.95792,"winter"
2011-01-17,9.6288,"winter"
2011-01-18,13.93344,"winter"
2011-01-19,27.41376,"winter"
2011-01-20,22.7976,"winter"
2011-01-21,18.06816,"winter"
2011-01-22,13.50864,"winter"
2011-01-23,11.0448,"winter"
2011-01-24,9.79872,"winter"
2011-01-25,9.11904,"winter"
2011-01-26,8.26944,"winter"
2011-01-27,7.53312,"winter"
2011-01-28,7.02336,"winter"
2011-01-29,6.68352,"winter"
2011-01-30,6.45696,"winter"
2011-01-31,6.31536,"winter"
2011-02-01,6.17376,"winter"
2011-02-02,5.97552,"winter"
2011-02-03,5.86224,"winter"
2011-02-04,5.89056,"winter"
2011-02-05,5.9472,"winter"
2011-02-06,5.91888,"winter"
2011-02-07,5.97552,"winter"
2011-02-08,5.89056,"winter"
2011-02-09,5.74896,"winter"
2011-02-10,5.664,"winter"
2011-02-11,5.74896,"winter"
2011-02-12,5.72064,"winter"
2011-02-13,5.63568,"winter"
2011-02-14,5.69232,"winter"
2011-02-15,5.69232,"winter"
2011-02-16,5.664,"winter"
2011-02-17,5.69232,"winter"
2011-02-18,5.49408,"winter"
2011-02-19,5.9472,"winter"
2011-02-20,18.5496,"winter"
2011-02-21,23.84544,"winter"
2011-02-22,17.86992,"winter"
2011-02-23,19.00272,"winter"
2011-02-24,17.95488,"winter"
2011-02-25,16.68048,"winter"
2011-02-26,17.53008,"winter"
2011-02-27,16.25568,"winter"
2011-02-28,13.42368,"winter"
2011-03-01,14.16,"winter"
2011-03-02,27.15888,"winter"
2011-03-03,30.3024,"winter"
2011-03-04,49.8432,"winter"
2011-03-05,52.392,"winter"
2011-03-06,36.5328,"winter"
2011-03-07,30.0192,"winter"
2011-03-08,32.568,"winter"
2011-03-09,29.736,"winter"
2011-03-10,21.97632,"winter"
2011-03-11,20.61696,"winter"
2011-03-12,23.42064,"winter"
2011-03-13,23.2224,"winter"
2011-03-14,20.92848,"winter"
2011-03-15,18.2664,"winter"
2011-03-16,16.62384,"winter"
2011-03-17,15.37776,"winter"
2011-03-18,13.7352,"winter"
2011-03-19,11.8944,"spring"
2011-03-20,10.08192,"spring"
2011-03-21,8.41104,"spring"
2011-03-22,7.95792,"spring"
2011-03-23,7.33488,"spring"
2011-03-24,6.59856,"spring"
2011-03-25,10.08192,"spring"
2011-03-26,12.54576,"spring"
2011-03-27,11.86608,"spring"
2011-03-28,10.42176,"spring"
2011-03-29,8.69424,"spring"
2011-03-30,7.3632,"spring"
2011-03-31,6.54192,"spring"
2011-04-01,5.72064,"spring"
2011-04-02,5.12592,"spring"
2011-04-03,4.78608,"spring"
2011-04-04,4.50288,"spring"
2011-04-05,3.99312,"spring"
2011-04-06,3.79488,"spring"
2011-04-07,3.70992,"spring"
2011-04-08,3.8232,"spring"
2011-04-09,4.248,"spring"
2011-04-10,4.75776,"spring"
2011-04-11,4.92768,"spring"
2011-04-12,4.6728,"spring"
2011-04-13,6.57024,"spring"
2011-04-14,9.96864,"spring"
2011-04-15,8.496,"spring"
2011-04-16,6.91008,"spring"
2011-04-17,6.06048,"spring"
2011-04-18,5.15424,"spring"
2011-04-19,4.44624,"spring"
2011-04-20,3.90816,"spring"
2011-04-21,3.73824,"spring"
2011-04-22,3.76656,"spring"
2011-04-23,3.62496,"spring"
2011-04-24,3.70992,"spring"
2011-04-25,3.76656,"spring"
2011-04-26,3.62496,"spring"
2011-04-27,3.59664,"spring"
2011-04-28,3.48336,"spring"
2011-04-29,3.17184,"spring"
2011-04-30,3.14352,"spring"
2011-05-01,3.1152,"spring"
2011-05-02,3.28512,"spring"
2011-05-03,3.28512,"spring"
2011-05-04,3.1152,"spring"
2011-05-05,3.03024,"spring"
2011-05-06,2.667744,"spring"
2011-05-07,2.622432,"spring"
2011-05-08,2.565792,"spring"
2011-05-09,2.684736,"spring"
2011-05-10,2.684736,"spring"
2011-05-11,2.88864,"spring"
2011-05-12,2.74704,"spring"
2011-05-13,2.579952,"spring"
2011-05-14,2.551632,"spring"
2011-05-15,2.444016,"spring"
2011-05-16,2.46384,"spring"
2011-05-17,2.367552,"spring"
2011-05-18,2.424192,"spring"
2011-05-19,2.551632,"spring"
2011-05-20,3.03024,"spring"
2011-05-21,3.48336,"spring"
2011-05-22,3.3984,"spring"
2011-05-23,3.22848,"spring"
2011-05-24,2.91696,"spring"
2011-05-25,2.579952,"spring"
2011-05-26,2.395872,"spring"
2011-05-27,2.327904,"spring"
2011-05-28,2.299584,"spring"
2011-05-29,2.288256,"spring"
2011-05-30,2.259936,"spring"
2011-05-31,2.259936,"spring"
2011-06-01,2.248608,"summer"
2011-06-02,2.231616,"summer"
2011-06-03,2.220288,"summer"
2011-06-04,2.220288,"summer"
2011-06-05,2.214624,"summer"
2011-06-06,2.200464,"summer"
2011-06-07,2.18064,"summer"
2011-06-08,2.18064,"summer"
2011-06-09,2.174976,"summer"
2011-06-10,2.169312,"summer"
2011-06-11,2.163648,"summer"
2011-06-12,2.157984,"summer"
2011-06-13,2.140992,"summer"
2011-06-14,2.126832,"summer"
2011-06-15,2.10984,"summer"
2011-06-16,2.101344,"summer"
2011-06-17,2.09568,"summer"
2011-06-18,2.064528,"summer"
2011-06-19,2.064528,"summer"
2011-06-20,2.064528,"summer"
2011-06-21,2.064528,"summer"
2011-06-22,2.064528,"summer"
2011-06-23,2.064528,"summer"
2011-06-24,2.027712,"summer"
2011-06-25,2.027712,"summer"
2011-06-26,2.027712,"summer"
2011-06-27,2.007888,"summer"
2011-06-28,1.988064,"summer"
2011-06-29,1.951248,"summer"
2011-06-30,1.951248,"summer"
2011-07-01,1.931424,"summer"
2011-07-02,1.922928,"summer"
2011-07-03,1.914432,"summer"
2011-07-04,1.914432,"summer"
2011-07-05,1.914432,"summer"
2011-07-06,1.914432,"summer"
2011-07-07,2.036208,"summer"
2011-07-08,2.302416,"summer"
2011-07-09,2.659248,"summer"
2011-07-10,3.70992,"summer"
2011-07-11,3.00192,"summer"
2011-07-12,3.34176,"summer"
2011-07-13,3.2568,"summer"
2011-07-14,3.03024,"summer"
2011-07-15,2.74704,"summer"
2011-07-16,2.390208,"summer"
2011-07-17,2.27976,"summer"
2011-07-18,2.10984,"summer"
2011-07-19,2.169312,"summer"
2011-07-20,1.999392,"summer"
2011-07-21,2.005056,"summer"
2011-07-22,1.9824,"summer"
2011-07-23,1.951248,"summer"
2011-07-24,1.965408,"summer"
2011-07-25,1.951248,"summer"
2011-07-26,2.262768,"summer"
2011-07-27,2.149488,"summer"
2011-07-28,2.084352,"summer"
2011-07-29,1.993728,"summer"
2011-07-30,1.937088,"summer"
2011-07-31,2.112672,"summer"
2011-08-01,2.271264,"summer"
2011-08-02,2.257104,"summer"
2011-08-03,2.86032,"summer"
2011-08-04,3.31344,"summer"
2011-08-05,3.54,"summer"
2011-08-06,3.54,"summer"
2011-08-07,2.88864,"summer"
2011-08-08,2.401536,"summer"
2011-08-09,2.245776,"summer"
2011-08-10,2.257104,"summer"
2011-08-11,2.200464,"summer"
2011-08-12,1.95408,"summer"
2011-08-13,1.795488,"summer"
2011-08-14,1.948416,"summer"
2011-08-15,2.441184,"summer"
2011-08-16,2.50632,"summer"
2011-08-17,2.528976,"summer"
2011-08-18,2.186304,"summer"
2011-08-19,1.891776,"summer"
2011-08-20,2.124,"summer"
2011-08-21,3.08688,"summer"
2011-08-22,2.792352,"summer"
2011-08-23,2.367552,"summer"
2011-08-24,2.211792,"summer"
2011-08-25,1.962576,"summer"
2011-08-26,1.815312,"summer"
2011-08-27,1.920096,"summer"
2011-08-28,2.075856,"summer"
2011-08-29,1.965408,"summer"
2011-08-30,1.894608,"summer"
2011-08-31,1.823808,"summer"
2011-09-01,1.687872,"fall"
2011-09-02,1.67088,"fall"
2011-09-03,1.668048,"fall"
2011-09-04,1.668048,"fall"
2011-09-05,1.687872,"fall"
2011-09-06,1.772832,"fall"
2011-09-07,1.886112,"fall"
2011-09-08,2.118336,"fall"
2011-09-09,2.041872,"fall"
2011-09-10,2.002224,"fall"
2011-09-11,2.09568,"fall"
2011-09-12,3.37008,"fall"
2011-09-13,3.87984,"fall"
2011-09-14,3.87984,"fall"
2011-09-15,7.19328,"fall"
2011-09-16,8.29776,"fall"
2011-09-17,5.29584,"fall"
2011-09-18,4.55952,"fall"
2011-09-19,4.07808,"fall"
2011-09-20,3.79488,"fall"
2011-09-21,3.37008,"fall"
2011-09-22,3.1152,"fall"
2011-09-23,2.815008,"fall"
2011-09-24,2.554464,"fall"
2011-09-25,2.710224,"fall"
2011-09-26,2.582784,"fall"
2011-09-27,2.511984,"fall"
2011-09-28,2.39304,"fall"
2011-09-29,2.296752,"fall"
2011-09-30,2.387376,"fall"
2011-10-01,2.478,"fall"
2011-10-02,2.741376,"fall"
2011-10-03,3.05856,"fall"
2011-10-04,3.14352,"fall"
2011-10-05,3.31344,"fall"
2011-10-06,3.73824,"fall"
2011-10-07,3.87984,"fall"
2011-10-08,4.04976,"fall"
2011-10-09,3.99312,"fall"
2011-10-10,3.70992,"fall"
2011-10-11,3.6816,"fall"
2011-10-12,3.48336,"fall"
2011-10-13,3.34176,"fall"
2011-10-14,3.1152,"fall"
2011-10-15,3.05856,"fall"
2011-10-16,2.88864,"fall"
2011-10-17,2.832,"fall"
2011-10-18,2.86032,"fall"
2011-10-19,2.91696,"fall"
2011-10-20,3.03024,"fall"
2011-10-21,3.05856,"fall"
2011-10-22,3.22848,"fall"
2011-10-23,3.20016,"fall"
2011-10-24,3.34176,"fall"
2011-10-25,3.34176,"fall"
2011-10-26,3.17184,"fall"
2011-10-27,4.75776,"fall"
2011-10-28,5.21088,"fall"
2011-10-29,4.33296,"fall"
2011-10-30,4.13472,"fall"
2011-10-31,4.1064,"fall"
2011-11-01,4.07808,"fall"
2011-11-02,3.90816,"fall"
2011-11-03,3.79488,"fall"
2011-11-04,3.87984,"fall"
2011-11-05,4.70112,"fall"
2011-11-06,5.29584,"fall"
2011-11-07,5.8056,"fall"
2011-11-08,5.29584,"fall"
2011-11-09,5.40912,"fall"
2011-11-10,5.29584,"fall"
2011-11-11,5.26752,"fall"
2011-11-12,5.18256,"fall"
2011-11-13,5.26752,"fall"
2011-11-14,9.4872,"fall"
2011-11-15,10.87488,"fall"
2011-11-16,8.15616,"fall"
2011-11-17,6.57024,"fall"
2011-11-18,5.86224,"fall"
2011-11-19,5.43744,"fall"
2011-11-20,5.26752,"fall"
2011-11-21,5.2392,"fall"
2011-11-22,5.18256,"fall"
2011-11-23,5.0976,"fall"
2011-11-24,5.15424,"fall"
2011-11-25,5.18256,"fall"
2011-11-26,5.04096,"fall"
2011-11-27,4.956,"fall"
2011-11-28,5.04096,"fall"
2011-11-29,5.06928,"fall"
2011-11-30,5.06928,"fall"
2011-12-01,5.26752,"winter"
2011-12-02,5.63568,"winter"
2011-12-03,5.72064,"winter"
2011-12-04,5.9472,"winter"
2011-12-05,6.03216,"winter"
2011-12-06,5.9472,"winter"
2011-12-07,5.8056,"winter"
2011-12-08,5.74896,"winter"
2011-12-09,5.72064,"winter"
2011-12-10,5.72064,"winter"
2011-12-11,5.72064,"winter"
2011-12-12,5.83392,"winter"
2011-12-13,6.45696,"winter"
2011-12-14,7.33488,"winter"
2011-12-15,7.95792,"winter"
2011-12-16,7.9296,"winter"
2011-12-17,6.91008,"winter"
2011-12-18,6.76848,"winter"
2011-12-19,7.95792,"winter"
2011-12-20,9.82704,"winter"
2011-12-21,9.09072,"winter"
2011-12-22,8.7792,"winter"
2011-12-23,7.81632,"winter"
2011-12-24,7.2216,"winter"
2011-12-25,6.6552,"winter"
2011-12-26,6.40032,"winter"
2011-12-27,6.31536,"winter"
2011-12-28,6.11712,"winter"
2011-12-29,6.06048,"winter"
2011-12-30,6.00384,"winter"
2011-12-31,5.9472,"winter"
2012-01-01,6.0888,"winter"
2012-01-02,7.58976,"winter"
2012-01-03,7.95792,"winter"
2012-01-04,7.9296,"winter"
2012-01-05,7.53312,"winter"
2012-01-06,7.16496,"winter"
2012-01-07,6.85344,"winter"
2012-01-08,6.5136,"winter"
2012-01-09,6.372,"winter"
2012-01-10,6.20208,"winter"
2012-01-11,6.03216,"winter"
2012-01-12,6.06048,"winter"
2012-01-13,5.97552,"winter"
2012-01-14,5.97552,"winter"
2012-01-15,5.9472,"winter"
2012-01-16,6.03216,"winter"
2012-01-17,6.06048,"winter"
2012-01-18,6.06048,"winter"
2012-01-19,6.06048,"winter"
2012-01-20,5.97552,"winter"
2012-01-21,6.03216,"winter"
2012-01-22,6.00384,"winter"
2012-01-23,6.06048,"winter"
2012-01-24,6.06048,"winter"
2012-01-25,6.00384,"winter"
2012-01-26,5.9472,"winter"
2012-01-27,5.97552,"winter"
2012-01-28,5.97552,"winter"
2012-01-29,6.00384,"winter"
2012-01-30,6.11712,"winter"
2012-01-31,6.0888,"winter"
2012-02-01,6.06048,"winter"
2012-02-02,6.06048,"winter"
2012-02-03,5.97552,"winter"
2012-02-04,5.69232,"winter"
2012-02-05,5.91888,"winter"
2012-02-06,6.03216,"winter"
2012-02-07,5.97552,"winter"
2012-02-08,5.69232,"winter"
2012-02-09,5.664,"winter"
2012-02-10,5.5224,"winter"
2012-02-11,5.63568,"winter"
2012-02-12,5.83392,"winter"
2012-02-13,5.97552,"winter"
2012-02-14,6.31536,"winter"
2012-02-15,6.45696,"winter"
2012-02-16,6.40032,"winter"
2012-02-17,6.372,"winter"
2012-02-18,6.28704,"winter"
2012-02-19,6.20208,"winter"
2012-02-20,6.34368,"winter"
2012-02-21,6.372,"winter"
2012-02-22,6.2304,"winter"
2012-02-23,5.91888,"winter"
2012-02-24,5.9472,"winter"
2012-02-25,5.83392,"winter"
2012-02-26,5.9472,"winter"
2012-02-27,5.97552,"winter"
2012-02-28,5.77728,"winter"
2012-02-29,5.91888,"winter"
2012-03-01,5.74896,"winter"
2012-03-02,5.3808,"winter"
2012-03-03,5.18256,"winter"
2012-03-04,5.60736,"winter"
2012-03-05,5.5224,"winter"
2012-03-06,5.63568,"winter"
2012-03-07,5.69232,"winter"
2012-03-08,5.664,"winter"
2012-03-09,5.55072,"winter"
2012-03-10,5.49408,"winter"
2012-03-11,5.2392,"winter"
2012-03-12,5.43744,"winter"
2012-03-13,5.46576,"winter"
2012-03-14,5.43744,"winter"
2012-03-15,5.35248,"winter"
2012-03-16,5.18256,"winter"
2012-03-17,5.2392,"winter"
2012-03-18,5.72064,"winter"
2012-03-19,6.5136,"spring"
2012-03-20,7.02336,"spring"
2012-03-21,6.71184,"spring"
2012-03-22,6.45696,"spring"
2012-03-23,15.74592,"spring"
2012-03-24,45.5952,"spring"
2012-03-25,35.1168,"spring"
2012-03-26,22.88256,"spring"
2012-03-27,15.09456,"spring"
2012-03-28,10.62,"spring"
2012-03-29,7.6464,"spring"
2012-03-30,6.14544,"spring"
2012-03-31,5.0976,"spring"
2012-04-01,4.248,"spring"
2012-04-02,3.8232,"spring"
2012-04-03,3.62496,"spring"
2012-04-04,3.54,"spring"
2012-04-05,3.62496,"spring"
2012-04-06,3.65328,"spring"
2012-04-07,3.6816,"spring"
2012-04-08,3.48336,"spring"
2012-04-09,3.45504,"spring"
2012-04-10,3.20016,"spring"
2012-04-11,3.2568,"spring"
2012-04-12,3.45504,"spring"
2012-04-13,3.56832,"spring"
2012-04-14,3.87984,"spring"
2012-04-15,4.47456,"spring"
2012-04-16,4.36128,"spring"
2012-04-17,4.13472,"spring"
2012-04-18,3.6816,"spring"
2012-04-19,3.48336,"spring"
2012-04-20,3.42672,"spring"
2012-04-21,3.14352,"spring"
2012-04-22,3.17184,"spring"
2012-04-23,3.1152,"spring"
2012-04-24,3.56832,"spring"
2012-04-25,3.37008,"spring"
2012-04-26,3.54,"spring"
2012-04-27,3.8232,"spring"
2012-04-28,3.87984,"spring"
2012-04-29,3.54,"spring"
2012-04-30,3.20016,"spring"
2012-05-01,2.9736,"spring"
2012-05-02,2.741376,"spring"
2012-05-03,2.88864,"spring"
2012-05-04,2.70456,"spring"
2012-05-05,2.696064,"spring"
2012-05-06,2.568624,"spring"
2012-05-07,2.545968,"spring"
2012-05-08,2.528976,"spring"
2012-05-09,2.432688,"spring"
2012-05-10,2.415696,"spring"
2012-05-11,2.169312,"spring"
2012-05-12,2.104176,"spring"
2012-05-13,2.172144,"spring"
2012-05-14,2.288256,"spring"
2012-05-15,2.078688,"spring"
2012-05-16,2.06736,"spring"
2012-05-17,2.036208,"spring"
2012-05-18,1.852128,"spring"
2012-05-19,1.820976,"spring"
2012-05-20,1.837968,"spring"
2012-05-21,1.82664,"spring"
2012-05-22,1.880448,"spring"
2012-05-23,1.857792,"spring"
2012-05-24,1.832304,"spring"
2012-05-25,1.750176,"spring"
2012-05-26,1.696368,"spring"
2012-05-27,1.710528,"spring"
2012-05-28,1.747344,"spring"
2012-05-29,1.750176,"spring"
2012-05-30,1.733184,"spring"
2012-05-31,1.631232,"spring"
2012-06-01,1.57176,"summer"
2012-06-02,1.509456,"summer"
2012-06-03,1.432992,"summer"
2012-06-04,1.396176,"summer"
2012-06-05,1.376352,"summer"
2012-06-06,1.333872,"summer"
2012-06-07,1.282896,"summer"
2012-06-08,1.237584,"summer"
2012-06-09,1.186608,"summer"
2012-06-10,1.135632,"summer"
2012-06-11,1.107312,"summer"
2012-06-12,1.062,"summer"
2012-06-13,1.013856,"summer"
2012-06-14,0.957216,"summer"
2012-06-15,1.028016,"summer"
2012-06-16,0.999696,"summer"
2012-06-17,0.994032,"summer"
2012-06-18,1.127136,"summer"
2012-06-19,0.960048,"summer"
2012-06-20,0.894912,"summer"
2012-06-21,0.869424,"summer"
2012-06-22,0.903408,"summer"
2012-06-23,0.889248,"summer"
2012-06-24,0.841104,"summer"
2012-06-25,0.940224,"summer"
2012-06-26,0.914736,"summer"
2012-06-27,0.86376,"summer"
2012-06-28,0.747648,"summer"
2012-06-29,0.6372,"summer"
2012-06-30,0.625872,"summer"
2012-07-01,0.53808,"summer"
2012-07-02,0.569232,"summer"
2012-07-03,0.662688,"summer"
2012-07-04,0.954384,"summer"
2012-07-05,1.093152,"summer"
