Braidhi59r.CDG, , 
n, x, y, depth, velocity, channel index, DSI, VSI, CiSI, CbSI, WUA
28,516949.4537,3730236.0915,-0.9072,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29,516946.4799,3730234.8777,-0.5493,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30,516941.4600,3730233.2957,-0.0099,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31,516944.5174,3730232.9112,-0.3475,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32,516938.8925,3730231.3026,0.1674,0.0070,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33,516957.2385,3730237.0053,-1.2418,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34,516933.1036,3730237.7735,1.1339,0.0564,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35,516932.3814,3730234.9029,0.9885,0.0487,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36,516934.8153,3730232.1955,0.5906,0.1101,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37,516931.2280,3730239.3509,0.9028,0.0509,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,516930.6300,3730241.3875,0.8543,0.0467,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39,516930.0968,3730243.7619,0.8210,0.0269,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40,516929.5625,3730246.4133,0.3448,0.0165,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41,516927.6876,3730247.0507,-0.2937,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42,516956.3939,3730234.6820,-1.2232,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43,516952.2136,3730233.7210,-1.3221,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44,516955.1995,3730231.6110,-1.1990,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45,516947.9931,3730231.6954,-0.8318,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46,516943.0310,3730229.5221,-0.2983,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47,516937.4029,3730227.5810,0.1891,0.0092,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48,516961.0321,3730235.7156,-1.1104,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49,516964.9152,3730234.3957,-0.9732,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50,516930.2314,3730237.3589,0.7342,0.0442,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51,516928.8872,3730234.8594,0.5082,0.0596,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52,516930.9763,3730231.8955,0.7457,0.0799,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53,516932.6802,3730228.9745,0.7599,0.1295,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
54,516932.4427,3730224.7295,0.5684,0.1799,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
55,516928.6162,3730239.6768,0.5519,0.0281,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
56,516927.9913,3730241.9430,0.3627,0.0135,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57,516927.2915,3730244.5119,-0.1529,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
58,516926.2946,3730245.9711,-0.3902,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
59,516925.5358,3730247.7822,-0.3589,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
60,516959.3062,3730231.8064,-1.0873,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
61,516956.4851,3730228.3496,-1.1011,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
62,516951.7140,3730229.3152,-1.2508,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
63,516947.7056,3730226.9078,-0.9115,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
64,516942.5347,3730224.7292,-0.3608,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
65,516937.3526,3730222.0688,0.0111,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
66,516932.4419,3730219.6411,0.4759,0.2001,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
67,516972.8148,3730231.7103,-0.6858,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
68,516963.8837,3730231.8271,-0.9567,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
69,516968.8499,3730233.0582,-0.8308,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
70,516976.7726,3730230.3649,-0.5444,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
71,516981.0104,3730228.9245,-1.1456,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
72,516926.8792,3730237.5167,0.2766,0.0166,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
73,516925.1154,3730234.6766,-0.0082,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
74,516927.2098,3730231.9026,0.2316,0.0108,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
75,516928.2220,3730227.6728,0.3006,0.0145,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
76,516928.0796,3730222.2497,0.1834,0.0311,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
77,516927.9009,3730216.7755,0.3539,0.0713,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
78,516925.5299,3730240.0782,-0.2059,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
79,516925.2732,3730242.5267,-0.5141,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
80,516924.0231,3730245.0282,-0.4827,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
81,516922.8232,3730248.7043,-0.4130,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
82,516919.3101,3730249.8985,-0.4805,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
83,516915.6090,3730251.1567,-0.5471,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
84,516900.3859,3730147.7734,-0.3399,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
85,516898.6548,3730144.9346,-0.3695,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
86,516961.6945,3730228.3810,-0.9554,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
87,516958.7224,3730224.9309,-0.9741,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
88,516952.4834,3730224.5721,-1.1352,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
89,516947.4655,3730222.0636,-0.9888,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
90,516942.2172,3730219.4143,-0.4610,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
91,516937.2602,3730217.0123,0.1416,0.0026,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
92,516932.2490,3730214.1606,0.3849,0.1915,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
93,516927.5942,3730211.2327,0.5340,0.1449,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
94,516971.6956,3730228.6902,-0.6663,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95,516966.9266,3730228.4701,-0.8064,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96,516975.0446,3730225.6621,-0.5092,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97,516979.8296,3730226.2606,-1.0623,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
98,516985.5656,3730227.3760,-1.7457,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
99,516978.0853,3730222.8908,-0.9133,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
100,516989.5405,3730223.9644,-2.2899,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
101,516990.2355,3730225.7884,-2.3419,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
102,516895.4719,3730144.8854,-0.6056,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
103,516897.1296,3730147.7052,-0.5314,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
104,516886.8193,3730139.2058,-0.5309,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
105,516902.1691,3730150.6710,-0.1685,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
106,516898.8076,3730150.5470,-0.3841,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
107,516903.8977,3730153.6707,0.0300,0.0123,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
108,516923.3524,3730237.7748,-0.6292,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
109,516921.7376,3730234.5896,-0.8267,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
110,516922.8716,3730230.4506,-0.3960,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
111,516923.0085,3730224.9449,-0.4552,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
112,516922.9152,3730208.3076,0.1897,0.0320,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
113,516922.8571,3730213.9471,-0.0261,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
114,516922.9387,3730219.5255,-0.2617,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
115,516921.7585,3730241.3542,-0.6544,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
116,516920.0426,3730245.5913,-0.5842,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
117,516911.7219,3730252.4779,-0.6117,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
118,516916.0943,3730247.2242,-0.6497,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
119,516912.7895,3730249.2788,-0.6789,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
120,516885.0647,3730261.5397,-0.0293,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
121,516908.1601,3730253.6888,-0.6666,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
122,516905.0966,3730254.7302,-0.7113,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
123,516888.9372,3730260.2232,-0.5207,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
124,516886.8679,3730260.9267,-0.2778,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
125,516890.9857,3730259.5269,-0.7575,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
126,516897.0624,3730142.2606,-0.3806,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
127,516894.0554,3730142.3157,-0.8078,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
128,516890.9608,3730142.2051,-0.6953,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
129,516889.5105,3730139.3306,-0.7937,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
130,516887.9335,3730136.4242,-0.7487,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
131,516886.5467,3730134.3212,-0.6570,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
132,516905.5690,3730150.7417,-0.1270,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133,516903.8233,3730147.7958,-0.3226,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134,516902.0640,3730144.9362,-0.5044,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
135,516900.4162,3730142.2261,-0.4816,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
136,516964.3204,3730224.8308,-0.8144,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
137,516961.4554,3730221.9102,-0.8415,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138,516956.8073,3730220.8207,-0.9483,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139,516951.7126,3730219.1187,-1.0457,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140,516946.9515,3730216.5690,-1.0511,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141,516942.1629,3730214.0172,-0.0590,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
142,516937.1695,3730211.3437,-0.0112,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
143,516932.2446,3730208.4281,0.1764,0.0510,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
144,516927.3416,3730205.5631,0.4388,0.2164,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
145,516922.9437,3730202.6952,0.3460,0.1596,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
146,516907.2402,3730153.7153,0.0236,0.0168,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
147,516969.8828,3730223.9733,-0.6371,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
148,516974.3406,3730220.9984,-0.4805,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
149,516986.5512,3730221.7528,-1.9664,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
150,516982.3577,3730222.4118,-1.4439,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
151,516978.9770,3730218.8181,-1.0975,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
152,516990.8465,3730221.0512,-2.5001,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
153,516995.0190,3730224.1625,-2.9497,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
154,516892.5619,3730144.9010,-0.7342,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
155,516893.9710,3730147.6360,-0.6436,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
156,516895.5135,3730150.5249,-0.5464,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
157,516889.4396,3730144.8795,-0.5373,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
158,516884.9267,3730133.4079,-0.0934,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
159,516885.2023,3730135.3023,-0.3963,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
160,516885.2775,3730137.2865,-0.3448,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
161,516887.7207,3730142.1492,-0.5860,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
162,516884.6375,3730139.0616,-0.1772,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
163,516885.0970,3730140.9296,-0.2003,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
164,516900.5698,3730153.5574,-0.1434,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
165,516897.1636,3730153.5078,-0.3445,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
166,516902.2793,3730156.6263,0.0666,0.0056,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
167,516905.5095,3730156.7616,0.1095,0.0062,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
168,516918.3766,3730237.5873,-0.8731,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
169,516918.1331,3730232.4175,-1.0483,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
170,516917.8387,3730199.8857,-0.0462,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
171,516918.1623,3730227.4820,-1.2024,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
172,516917.9452,3730205.5507,-0.1876,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
173,516917.9546,3730222.2577,-0.9933,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
174,516917.9512,3730211.1358,-0.4974,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
175,516917.9142,3730216.7474,-0.7359,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
176,516916.0906,3730242.5920,-0.7886,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
177,516908.6615,3730249.7014,-0.7745,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
178,516911.7858,3730245.9533,-0.8062,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
179,516884.7422,3730260.0226,-0.1029,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
180,516882.9045,3730262.2739,0.1751,0.0247,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
181,516880.6175,3730263.0514,0.4692,0.1500,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
182,516904.6846,3730252.3521,-0.7939,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
183,516901.5235,3730255.9446,-0.7602,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
184,516897.6992,3730257.2448,-0.8079,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
185,516890.1707,3730258.5888,-0.7093,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
186,516887.2886,3730258.5831,-0.4150,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
187,516893.9208,3730258.5293,-0.8502,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
188,516898.8583,3730139.4779,-0.4059,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
189,516895.6320,3730139.6465,-0.3721,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
190,516892.4597,3730139.5107,-0.9969,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
191,516889.4593,3730134.9126,-0.5079,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
192,516890.9834,3730136.6200,-0.7594,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
193,516887.9862,3730133.9275,-0.5093,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
194,516886.4233,3730132.6393,-0.2316,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
195,516884.8147,3730131.5622,-0.1602,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
196,516908.9167,3730150.7770,-0.1402,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
197,516907.2257,3730147.8280,-0.3017,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
198,516905.5168,3730144.9622,-0.4696,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
199,516903.7953,3730142.1334,-0.4464,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
200,516902.2216,3730139.3947,-0.4288,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
201,516965.8379,3730220.5247,-0.6918,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
202,516961.3581,3730218.0062,-0.7733,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
203,516956.3987,3730215.9982,-0.9111,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
204,516951.2965,3730213.6105,-1.0527,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
205,516946.8283,3730211.2320,-0.6953,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
206,516942.1034,3730208.5591,-0.3518,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
207,516937.1446,3730205.6373,-0.2052,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
208,516932.1898,3730202.7963,-0.0360,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
209,516927.2359,3730200.0573,0.2844,0.1081,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
210,516922.7259,3730197.1581,0.4921,0.2127,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
211,516917.9020,3730194.2517,0.1299,0.0502,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
212,516908.9079,3730156.8460,0.0600,0.0079,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
213,516910.6636,3730153.7798,-0.0280,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
214,516974.6891,3730216.1745,-0.6224,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
215,516970.4047,3730218.5280,-0.5356,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
216,516988.6433,3730218.1062,-2.2864,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
217,516984.1174,3730217.0309,-1.7568,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
218,516979.6816,3730213.8449,-1.2765,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
219,516993.2582,3730217.3252,-2.8584,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
220,516890.8744,3730147.6884,-0.4790,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
221,516888.0826,3730147.4151,-0.4858,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
222,516892.2392,3730150.5128,-0.3801,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
223,516893.9345,3730153.3593,-0.0858,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
224,516883.2284,3730130.5675,-0.1171,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
225,516881.6614,3730129.5878,-0.0975,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,516883.2801,3730132.3843,-0.1045,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
227,516886.5813,3730144.9646,-0.3705,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
228,516885.9431,3730147.1525,-0.1329,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
229,516883.3804,3730134.3126,0.0788,0.0213,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
230,516883.3330,3730136.1171,-0.0630,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
231,516883.1492,3730138.0174,0.0041,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
232,516885.0331,3730143.0073,-0.1978,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
233,516884.3449,3730144.6513,0.0459,0.1166,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,516883.0492,3730139.9592,0.0479,0.0763,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,516883.0921,3730141.8589,0.0740,0.0371,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,516898.8189,3730156.4659,-0.1499,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,516895.6604,3730156.3144,0.1917,0.0047,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,516892.3373,3730156.2995,0.7013,0.0063,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,516900.4273,3730159.4715,-0.0291,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,516903.7561,3730159.8173,0.0065,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,516906.9986,3730160.0068,0.0370,0.0045,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,516913.3599,3730239.0482,-0.9746,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,516913.3700,3730234.9091,-1.1052,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,516912.9782,3730191.3013,0.0828,0.0133,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,516913.3432,3730230.0600,-1.1878,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,516913.0882,3730197.1100,-0.3234,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,516913.0272,3730202.7261,-0.6509,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,516913.4431,3730224.7535,-1.2341,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,516912.9433,3730208.3778,-0.8787,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
