Braidhi25r.CDG, , 
n, x, y, depth, velocity, channel index, DSI, VSI, CiSI, CbSI, WUA
163,516840.7671,3729603.3894,-0.4947,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
164,516832.5814,3729601.7130,-0.6311,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
165,516810.2091,3729615.0557,-0.7555,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
166,516828.0602,3729604.5138,-0.5080,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
167,516814.0897,3729612.3754,-1.1857,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
168,516819.0398,3729609.7491,-1.0147,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
169,516823.9457,3729607.1076,-0.9530,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
170,516845.1612,3729607.4032,-1.1516,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
171,516791.1331,3729584.2812,-1.1263,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
172,516787.0031,3729581.6016,-0.7050,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
173,516781.7642,3729579.1128,-0.7091,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
174,516784.0559,3729579.9536,-0.6979,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
175,516790.7259,3729609.9606,-0.5545,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
176,516786.1216,3729612.8733,-0.6288,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
177,516790.8050,3729604.5728,-0.6476,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
178,516791.1659,3729588.8590,-1.0879,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
179,516790.9862,3729599.1268,-0.9095,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
180,516791.1413,3729593.8438,-1.0273,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
181,516772.1215,3729573.5571,-0.4228,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
182,516779.1239,3729579.7579,-0.6403,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
183,516776.9651,3729579.0645,-0.5782,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
184,516775.3103,3729577.8501,-0.5292,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
185,516773.5847,3729575.7232,-0.4725,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
186,516766.9806,3729571.3792,-0.3082,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
187,516768.0847,3729572.5158,-0.3359,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
188,516769.4966,3729573.5606,-0.3699,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
189,516765.4872,3729571.3652,-0.2801,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
190,516765.4812,3729572.3661,-0.2860,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
191,516785.2814,3729652.7108,-1.0128,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
192,516786.6813,3729649.4856,-1.0293,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
193,516788.2078,3729645.8678,-0.8646,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
194,516790.4625,3729632.3102,-0.7688,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
195,516785.8738,3729618.4011,-0.7804,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
196,516785.3424,3729624.0783,-0.8592,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
197,516785.2747,3729629.5434,-0.8680,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
198,516795.1390,3729629.2708,-1.1418,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
199,516800.1916,3729626.5823,-1.0089,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
200,516790.7109,3729637.9001,-0.7947,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
201,516795.4027,3729635.2244,-1.1510,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
202,516791.1733,3729642.9233,-0.8056,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
203,516788.5876,3729652.7624,-0.9850,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
204,516790.0744,3729649.6871,-0.8871,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
205,516791.4947,3729646.7570,-0.9569,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
206,516805.3835,3729623.8045,-0.7676,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
207,516810.1641,3729620.6418,-0.7335,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
208,516842.6383,3729607.4034,-0.7768,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
209,516836.4881,3729604.6556,-0.5534,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
210,516839.4555,3729607.3775,-0.4967,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
211,516832.3899,3729607.1708,-0.6260,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
212,516814.3721,3729617.9530,-1.2851,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
213,516828.0058,3729609.6436,-0.6731,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
214,516819.0662,3729615.3500,-1.0515,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
215,516823.7326,3729612.2799,-0.6933,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
216,516845.1269,3729611.5351,-1.2134,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
217,516787.0513,3729655.8402,-1.0283,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
218,516783.9013,3729655.7556,-1.0098,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
219,516781.2810,3729655.6534,-0.8897,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
220,516780.7668,3729616.0274,-0.7382,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
221,516786.2036,3729586.2266,-0.5774,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
222,516781.4916,3729583.2641,-0.7234,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
223,516785.9953,3729607.3491,-0.5258,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
224,516781.2745,3729610.1266,-0.6937,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
225,516776.9861,3729612.7385,-0.3555,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,516786.2718,3729601.8437,-0.5151,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
227,516786.2138,3729591.2523,-0.5610,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
228,516786.2720,3729596.5143,-0.5402,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
229,516770.8115,3729575.8268,-0.4123,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
230,516775.5803,3729581.5647,-0.5544,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
231,516772.5888,3729578.3480,-0.4661,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
232,516766.7531,3729573.6763,-0.3156,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
233,516767.9537,3729575.7293,-0.3463,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,516763.8813,3729571.3504,-0.2101,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,516764.1671,3729573.6052,-0.2666,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,516762.2364,3729571.3351,-0.0475,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,516760.5699,3729571.3196,0.1101,0.0925,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,516783.5692,3729649.6135,-1.0368,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,516781.7289,3729652.7756,-0.9687,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,516780.8549,3729649.7168,-0.9794,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,516779.4337,3729654.5215,-0.8478,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,516784.4344,3729645.8417,-0.9628,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,516785.6837,3729640.9714,-0.8482,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,516785.3306,3729635.1656,-0.8660,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,516780.6987,3729621.4369,-1.1816,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,516776.7252,3729618.7088,-0.5134,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,516780.6078,3729631.9517,-1.1498,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
