"","date","discharge"
"2528",2013-03-07,8.9208
"2529",2013-03-08,10.089
"2530",2013-03-09,13.9122
"2531",2013-03-10,12.3192
"2532",2013-03-11,21.4524
"2533",2013-03-12,29.0988
"2534",2013-03-13,34.6212
"2535",2013-03-14,25.488
"2536",2013-03-15,20.79396
"2537",2013-03-16,17.33184
"2538",2013-03-17,14.78304
"2539",2013-03-18,11.95812
"2540",2013-03-19,9.3456
"2541",2013-03-20,7.81632
"2542",2013-03-21,9.00576
"2543",2013-03-22,7.73136
"2544",2013-03-23,6.57024
"2545",2013-03-24,5.83392
"2546",2013-03-25,5.26752
"2547",2013-03-26,4.87104
"2548",2013-03-27,4.36128
"2549",2013-03-28,4.04976
"2550",2013-03-29,3.73824
"2551",2013-03-30,3.3984
"2552",2013-03-31,3.51168
"2553",2014-03-01,6.00384
"2554",2014-03-02,36.3204
"2555",2014-03-03,53.1
"2556",2014-03-04,28.0368
"2557",2014-03-05,17.0982
"2558",2014-03-06,11.151
"2559",2014-03-07,8.00748
"2560",2014-03-08,8.38272
"2561",2014-03-09,7.08
"2562",2014-03-10,6.34368
"2563",2014-03-11,5.83392
"2564",2014-03-12,5.3808
"2565",2014-03-13,5.21088
"2566",2014-03-14,4.956
"2567",2014-03-15,4.70112
"2568",2014-03-16,4.44624
"2569",2014-03-17,4.47456
"2570",2014-03-18,4.44624
"2571",2014-03-19,4.41792
"2572",2014-03-20,4.3896
"2573",2014-03-21,4.36128
"2574",2014-03-22,4.33296
"2575",2014-03-23,4.13472
"2576",2014-03-24,3.79488
"2577",2014-03-25,3.45504
"2578",2014-03-26,3.62496
"2579",2014-03-27,3.56832
"2580",2014-03-28,3.45504
"2581",2014-03-29,3.31344
"2582",2014-03-30,3.31344
"2583",2014-03-31,3.14352
"2584",2015-03-01,24.6384
"2585",2015-03-02,170.3448
"2586",2015-03-03,310.104
"2587",2015-03-04,115.5456
"2588",2015-03-05,59.472
"2589",2015-03-06,37.8072
"2590",2015-03-07,27.8244
"2591",2015-03-08,22.7268
"2592",2015-03-09,20.56032
"2593",2015-03-10,19.13724
"2594",2015-03-11,16.6734
"2595",2015-03-12,13.93344
"2596",2015-03-13,11.49084
"2597",2015-03-14,9.81288
"2598",2015-03-15,8.64468
"2599",2015-03-16,9.96864
"2600",2015-03-17,8.43936
"2601",2015-03-18,7.33488
"2602",2015-03-19,6.91008
"2603",2015-03-20,6.62688
"2604",2015-03-21,6.06048
"2605",2015-03-22,5.55072
"2606",2015-03-23,5.12592
"2607",2015-03-24,4.87104
"2608",2015-03-25,4.61616
"2609",2015-03-26,4.3896
"2610",2015-03-27,3.87984
"2611",2015-03-28,3.62496
"2612",2015-03-29,3.34176
"2613",2015-03-30,3.03024
"2614",2015-03-31,2.88864
"2615",2016-03-01,5.60736
"2616",2016-03-02,5.32416
"2617",2016-03-03,4.98432
"2618",2016-03-04,4.87104
"2619",2016-03-05,4.84272
"2620",2016-03-06,4.72944
"2621",2016-03-07,4.6728
"2622",2016-03-08,4.64448
"2623",2016-03-09,4.6728
"2624",2016-03-10,4.5312
"2625",2016-03-11,4.33296
"2626",2016-03-12,4.19136
"2627",2016-03-13,4.19136
"2628",2016-03-14,4.50288
"2629",2016-03-15,4.47456
"2630",2016-03-16,4.47456
"2631",2016-03-17,4.44624
"2632",2016-03-18,4.27632
"2633",2016-03-19,4.16304
"2634",2016-03-20,4.13472
"2635",2016-03-21,4.13472
"2636",2016-03-22,4.248
"2637",2016-03-23,4.3896
"2638",2016-03-24,4.44624
"2639",2016-03-25,4.30464
"2640",2016-03-26,4.248
"2641",2016-03-27,4.13472
"2642",2016-03-28,4.02144
"2643",2016-03-29,3.99312
"2644",2016-03-30,4.02144
"2645",2016-03-31,4.04976
"2646",2017-03-01,71.3664
"2647",2017-03-02,50.7636
"2648",2017-03-03,33.7716
"2649",2017-03-04,41.8428
"2650",2017-03-05,67.5432
"2651",2017-03-06,73.4904
"2652",2017-03-07,59.6844
"2653",2017-03-08,44.1792
"2654",2017-03-09,42.9048
"2655",2017-03-10,40.356
"2656",2017-03-11,33.1344
"2657",2017-03-12,25.7004
"2658",2017-03-13,19.51956
"2659",2017-03-14,14.9742
"2660",2017-03-15,11.83068
"2661",2017-03-16,9.8766
"2662",2017-03-17,8.77212
"2663",2017-03-18,10.25184
"2664",2017-03-19,8.89248
"2665",2017-03-20,7.67472
"2666",2017-03-21,7.08
"2667",2017-03-22,6.57024
"2668",2017-03-23,6.5136
"2669",2017-03-24,6.9384
"2670",2017-03-25,16.1424
"2671",2017-03-26,17.90532
"2672",2017-03-27,13.55112
"2673",2017-03-28,10.13148
"2674",2017-03-29,10.08192
"2675",2017-03-30,8.15616
"2676",2017-03-31,6.85344
"2677",2018-03-01,5.06928
"2678",2018-03-02,4.956
"2679",2018-03-03,5.06928
"2680",2018-03-04,5.0976
"2681",2018-03-05,5.06928
"2682",2018-03-06,5.0976
"2683",2018-03-07,5.06928
"2684",2018-03-08,5.12592
"2685",2018-03-09,5.06928
"2686",2018-03-10,5.12592
"2687",2018-03-11,5.2392
"2688",2018-03-12,5.40912
"2689",2018-03-13,5.3808
"2690",2018-03-14,4.956
"2691",2018-03-15,4.89936
"2692",2018-03-16,4.92768
"2693",2018-03-17,5.06928
"2694",2018-03-18,4.956
"2695",2018-03-19,4.84272
"2696",2018-03-20,4.6728
"2697",2018-03-21,4.78608
"2698",2018-03-22,4.61616
"2699",2018-03-23,4.50288
"2700",2018-03-24,4.50288
"2701",2018-03-25,4.3896
"2702",2018-03-26,4.33296
"2703",2018-03-27,4.50288
"2704",2018-03-28,4.36128
"2705",2018-03-29,4.21968
"2706",2018-03-30,4.04976
"2707",2018-03-31,3.85152
"2708",1989-04-01,6.7968
"2709",1989-04-02,5.28876
"2710",1989-04-03,4.73652
"2711",1989-04-04,4.0356
"2712",1989-04-05,3.24972
"2713",1989-04-06,3.56832
"2714",1989-04-07,3.1152
"2715",1989-04-08,2.88864
"2716",1989-04-09,2.80368
"2717",1989-04-10,3.34176
"2718",1989-04-11,3.45504
"2719",1989-04-12,2.86032
"2720",1989-04-13,2.88864
"2721",1989-04-14,2.77536
"2722",1989-04-15,2.74704
"2723",1989-04-16,3.08688
"2724",1989-04-17,3.28512
"2725",1989-04-18,3.42672
"2726",1989-04-19,2.94528
"2727",1989-04-20,2.74704
"2728",1989-04-21,2.74704
"2729",1989-04-22,2.94528
"2730",1989-04-23,3.20016
"2731",1989-04-24,3.14352
"2732",1989-04-25,2.88864
"2733",1989-04-26,2.77536
"2734",1989-04-27,2.86032
"2735",1989-04-28,2.9736
"2736",1989-04-29,2.88864
"2737",1989-04-30,2.91696
"2738",1990-04-01,9.7704
"2739",1990-04-02,7.8588
"2740",1990-04-03,6.43572
"2741",1990-04-04,5.22504
"2742",1990-04-05,4.50288
"2743",1990-04-06,4.16304
"2744",1990-04-07,5.50116
"2745",1990-04-08,6.09588
"2746",1990-04-09,5.37372
"2747",1990-04-10,4.9914
"2748",1990-04-11,4.0356
"2749",1990-04-12,3.35592
"2750",1990-04-13,3.90816
"2751",1990-04-14,3.65328
"2752",1990-04-15,3.62496
"2753",1990-04-16,3.79488
"2754",1990-04-17,3.62496
"2755",1990-04-18,3.65328
"2756",1990-04-19,3.10104
"2757",1990-04-20,3.186
"2758",1990-04-21,3.03732
"2759",1990-04-22,3.87984
"2760",1990-04-23,3.70992
"2761",1990-04-24,3.79488
"2762",1990-04-25,3.2922
"2763",1990-04-26,3.63204
"2764",1990-04-27,3.717
"2765",1990-04-28,3.80196
"2766",1990-04-29,3.41964
"2767",1990-04-30,3.01608
"2768",1991-04-01,80.712
"2769",1991-04-02,99.6156
"2770",1991-04-03,93.6684
"2771",1991-04-04,89.4204
"2772",1991-04-05,81.5616
"2773",1991-04-06,70.5168
"2774",1991-04-07,72.0036
"2775",1991-04-08,59.0472
"2776",1991-04-09,36.9576
"2777",1991-04-10,25.0632
"2778",1991-04-11,20.09304
"2779",1991-04-12,15.44148
"2780",1991-04-13,11.40588
"2781",1991-04-14,9.26064
"2782",1991-04-15,7.73136
"2783",1991-04-16,6.56316
"2784",1991-04-17,6.11712
"2785",1991-04-18,5.54364
"2786",1991-04-19,4.97016
"2787",1991-04-20,4.65156
"2788",1991-04-21,4.60908
"2789",1991-04-22,4.20552
"2790",1991-04-23,3.97188
"2791",1991-04-24,3.75948
"2792",1991-04-25,3.44088
"2793",1991-04-26,3.54708
"2794",1991-04-27,3.44088
"2795",1991-04-28,3.3984
"2796",1991-04-29,3.41964
"2797",1991-04-30,3.14352
"2798",1992-04-01,28.2492
"2799",1992-04-02,34.6212
"2800",1992-04-03,37.5948
"2801",1992-04-04,25.2756
"2802",1992-04-05,18.77616
"2803",1992-04-06,15.48396
"2804",1992-04-07,13.35996
"2805",1992-04-08,11.42712
"2806",1992-04-09,9.70668
"2807",1992-04-10,8.55972
"2808",1992-04-11,7.68888
"2809",1992-04-12,6.86052
"2810",1992-04-13,6.2658
"2811",1992-04-14,5.9472
"2812",1992-04-15,5.33124
"2813",1992-04-16,4.54536
"2814",1992-04-17,4.50288
"2815",1992-04-18,4.33296
"2816",1992-04-19,4.1418
"2817",1992-04-20,3.90816
"2818",1992-04-21,3.69576
"2819",1992-04-22,3.5046
"2820",1992-04-23,3.5046
"2821",1992-04-24,3.87984
"2822",1992-04-25,3.48336
"2823",1992-04-26,3.3984
"2824",1992-04-27,3.31344
"2825",1992-04-28,3.17184
"2826",1992-04-29,2.74704
"2827",1992-04-30,2.57712
"2828",1993-04-01,44.1792
"2829",1993-04-02,29.5236
"2830",1993-04-03,20.8152
"2831",1993-04-04,15.76008
"2832",1993-04-05,12.46788
"2833",1993-04-06,10.76868
"2834",1993-04-07,9.72792
"2835",1993-04-08,8.85708
"2836",1993-04-09,8.21988
"2837",1993-04-10,7.66764
"2838",1993-04-11,7.47648
"2839",1993-04-12,6.903
"2840",1993-04-13,5.28876
"2841",1993-04-14,4.90644
"2842",1993-04-15,4.8852
"2843",1993-04-16,4.80024
"2844",1993-04-17,4.65156
"2845",1993-04-18,4.50288
"2846",1993-04-19,4.43916
"2847",1993-04-20,4.37544
"2848",1993-04-21,4.248
"2849",1993-04-22,4.09932
"2850",1993-04-23,3.8232
"2851",1993-04-24,3.56832
"2852",1993-04-25,3.186
"2853",1993-04-26,3.03732
"2854",1993-04-27,3.01608
"2855",1993-04-28,3.01608
"2856",1993-04-29,3.01608
"2857",1993-04-30,3.9648
"2858",1994-04-01,6.903
"2859",1994-04-02,5.35248
"2860",1994-04-03,4.90644
"2861",1994-04-04,4.69404
"2862",1994-04-05,3.90816
"2863",1994-04-06,3.65328
"2864",1994-04-07,3.65328
"2865",1994-04-08,3.41964
"2866",1994-04-09,3.46212
"2867",1994-04-10,4.1418
"2868",1994-04-11,4.65156
"2869",1994-04-12,4.63032
"2870",1994-04-13,5.7348
"2871",1994-04-14,6.83928
"2872",1994-04-15,6.5844
"2873",1994-04-16,4.8852
"2874",1994-04-17,4.18428
"2875",1994-04-18,3.75948
"2876",1994-04-19,3.6108
"2877",1994-04-20,3.05856
"2878",1994-04-21,3.0798
"2879",1994-04-22,3.90816
"2880",1994-04-23,3.62496
"2881",1994-04-24,3.51168
"2882",1994-04-25,3.0798
"2883",1994-04-26,3.35592
"2884",1994-04-27,3.8232
"2885",1994-04-28,4.09932
"2886",1994-04-29,4.43916
"2887",1994-04-30,9.51552
"2888",1995-04-01,6.60564
"2889",1995-04-02,6.28704
"2890",1995-04-03,5.98968
"2891",1995-04-04,5.77728
"2892",1995-04-05,5.4162
"2893",1995-04-06,4.75776
"2894",1995-04-07,4.05684
"2895",1995-04-08,3.88692
"2896",1995-04-09,3.717
"2897",1995-04-10,3.86568
"2898",1995-04-11,3.56832
"2899",1995-04-12,3.46212
"2900",1995-04-13,3.48336
"2901",1995-04-14,3.2922
"2902",1995-04-15,3.2922
"2903",1995-04-16,3.33468
"2904",1995-04-17,3.9294
"2905",1995-04-18,4.48164
"2906",1995-04-19,4.92768
"2907",1995-04-20,5.0976
"2908",1995-04-21,5.88348
"2909",1995-04-22,6.6906
"2910",1995-04-23,7.0092
"2911",1995-04-24,28.0368
"2912",1995-04-25,46.3032
"2913",1995-04-26,36.108
"2914",1995-04-27,23.1516
"2915",1995-04-28,15.12288
"2916",1995-04-29,10.21644
"2917",1995-04-30,7.90128
"2918",1996-04-01,3.79488
"2919",1996-04-02,3.45504
"2920",1996-04-03,3.51168
"2921",1996-04-04,3.73824
"2922",1996-04-05,3.85152
"2923",1996-04-06,3.9648
"2924",1996-04-07,3.93648
"2925",1996-04-08,3.73824
"2926",1996-04-09,3.48336
"2927",1996-04-10,3.08688
"2928",1996-04-11,3.28512
"2929",1996-04-12,3.42672
"2930",1996-04-13,3.42672
"2931",1996-04-14,3.70992
"2932",1996-04-15,3.37008
"2933",1996-04-16,3.48336
"2934",1996-04-17,3.70992
"2935",1996-04-18,3.59664
"2936",1996-04-19,3.51168
"2937",1996-04-20,3.2568
"2938",1996-04-21,3.17184
"2939",1996-04-22,3.28512
"2940",1996-04-23,3.14352
"2941",1996-04-24,3.00192
"2942",1996-04-25,2.86032
"2943",1996-04-26,2.88864
"2944",1996-04-27,2.74704
"2945",1996-04-28,2.57712
"2946",1996-04-29,2.60544
"2947",1996-04-30,2.74704
"2948",1997-04-01,3.5046
"2949",1997-04-02,3.80196
"2950",1997-04-03,5.33124
"2951",1997-04-04,6.56316
"2952",1997-04-05,6.903
"2953",1997-04-06,7.71012
"2954",1997-04-07,11.87316
"2955",1997-04-08,30.3732
"2956",1997-04-09,44.604
"2957",1997-04-10,55.0116
"2958",1997-04-11,33.984
"2959",1997-04-12,20.09304
"2960",1997-04-13,13.42368
"2961",1997-04-14,10.06776
"2962",1997-04-15,8.02872
"2963",1997-04-16,6.35076
"2964",1997-04-17,5.18256
"2965",1997-04-18,4.73652
"2966",1997-04-19,4.26924
"2967",1997-04-20,3.63204
"2968",1997-04-21,3.41964
"2969",1997-04-22,3.10104
"2970",1997-04-23,3.10104
"2971",1997-04-24,3.12228
"2972",1997-04-25,3.0798
"2973",1997-04-26,3.14352
"2974",1997-04-27,3.99312
"2975",1997-04-28,3.87984
"2976",1997-04-29,3.59664
"2977",1997-04-30,3.3984
"2978",1998-04-01,48.6396
"2979",1998-04-02,38.232
"2980",1998-04-03,33.5592
"2981",1998-04-04,56.9232
"2982",1998-04-05,77.3136
"2983",1998-04-06,76.2516
"2984",1998-04-07,49.0644
"2985",1998-04-08,43.542
"2986",1998-04-09,43.542
"2987",1998-04-10,53.1
"2988",1998-04-11,73.7028
"2989",1998-04-12,93.6684
"2990",1998-04-13,99.1908
"2991",1998-04-14,59.472
"2992",1998-04-15,34.6212
"2993",1998-04-16,22.7268
"2994",1998-04-17,18.09648
"2995",1998-04-18,17.03448
"2996",1998-04-19,16.33356
"2997",1998-04-20,21.00636
"2998",1998-04-21,31.2228
"2999",1998-04-22,34.6212
"3000",1998-04-23,34.6212
"3001",1998-04-24,34.8336
"3002",1998-04-25,27.3996
"3003",1998-04-26,19.09476
"3004",1998-04-27,14.82552
"3005",1998-04-28,13.6998
"3006",1998-04-29,11.76696
"3007",1998-04-30,10.57752
"3008",1999-04-01,3.52584
"3009",1999-04-02,4.43916
"3010",1999-04-03,5.2038
"3011",1999-04-04,5.28876
"3012",1999-04-05,5.4162
"3013",1999-04-06,5.31
"3014",1999-04-07,5.14008
"3015",1999-04-08,7.34904
"3016",1999-04-09,13.84848
"3017",1999-04-10,13.97592
"3018",1999-04-11,13.275
"3019",1999-04-12,16.50348
"3020",1999-04-13,19.49832
"3021",1999-04-14,17.11944
"3022",1999-04-15,13.86972
"3023",1999-04-16,10.36512
"3024",1999-04-17,7.45524
"3025",1999-04-18,5.71356
"3026",1999-04-19,4.63032
"3027",1999-04-20,3.95064
"3028",1999-04-21,3.56832
"3029",1999-04-22,3.31344
"3030",1999-04-23,3.20724
"3031",1999-04-24,3.35592
"3032",1999-04-25,3.3984
"3033",1999-04-26,3.33468
"3034",1999-04-27,3.10104
"3035",1999-04-28,3.2922
"3036",1999-04-29,3.2922
"3037",1999-04-30,3.33468
"3038",2000-04-01,8.53848
"3039",2000-04-02,7.24284
"3040",2000-04-03,7.1154
"3041",2000-04-04,6.45696
"3042",2000-04-05,5.50116
"3043",2000-04-06,4.41792
"3044",2000-04-07,3.54708
"3045",2000-04-08,3.12228
"3046",2000-04-09,3.73824
"3047",2000-04-10,3.65328
"3048",2000-04-11,3.79488
"3049",2000-04-12,3.37008
"3050",2000-04-13,3.1152
"3051",2000-04-14,3.2568
"3052",2000-04-15,3.2568
"3053",2000-04-16,3.2568
"3054",2000-04-17,3.45504
"3055",2000-04-18,3.31344
"3056",2000-04-19,3.56832
"3057",2000-04-20,3.6816
"3058",2000-04-21,3.51168
"3059",2000-04-22,3.48336
"3060",2000-04-23,3.59664
"3061",2000-04-24,3.59664
"3062",2000-04-25,3.00192
"3063",2000-04-26,2.74704
"3064",2000-04-27,3.00192
"3065",2000-04-28,2.77536
"3066",2000-04-29,2.80368
"3067",2000-04-30,2.6904
"3068",2001-04-01,4.12056
"3069",2001-04-02,3.99312
"3070",2001-04-03,3.90816
"3071",2001-04-04,3.80196
"3072",2001-04-05,3.80196
"3073",2001-04-06,4.29048
"3074",2001-04-07,5.33124
"3075",2001-04-08,6.01092
"3076",2001-04-09,8.75088
"3077",2001-04-10,8.13492
"3078",2001-04-11,7.09416
"3079",2001-04-12,7.17912
"3080",2001-04-13,9.6642
"3081",2001-04-14,12.8502
"3082",2001-04-15,10.95984
"3083",2001-04-16,7.77384
"3084",2001-04-17,5.6286
"3085",2001-04-18,4.63032
"3086",2001-04-19,3.97188
"3087",2001-04-20,3.65328
"3088",2001-04-21,3.46212
"3089",2001-04-22,3.63204
"3090",2001-04-23,3.73824
"3091",2001-04-24,3.56832
"3092",2001-04-25,3.3984
"3093",2001-04-26,3.99312
"3094",2001-04-27,3.6816
"3095",2001-04-28,3.76656
"3096",2001-04-29,3.73824
"3097",2001-04-30,3.56832
"3098",2002-04-01,3.31344
"3099",2002-04-02,3.99312
"3100",2002-04-03,3.59664
"3101",2002-04-04,3.51168
"3102",2002-04-05,3.42672
"3103",2002-04-06,3.51168
"3104",2002-04-07,3.12228
"3105",2002-04-08,3.54708
"3106",2002-04-09,3.46212
"3107",2002-04-10,3.37716
"3108",2002-04-11,3.20724
"3109",2002-04-12,3.01608
"3110",2002-04-13,3.62496
"3111",2002-04-14,3.3984
"3112",2002-04-15,3.2568
"3113",2002-04-16,3.05856
"3114",2002-04-17,3.22848
"3115",2002-04-18,3.31344
"3116",2002-04-19,3.17184
"3117",2002-04-20,3.08688
"3118",2002-04-21,3.03024
"3119",2002-04-22,3.08688
"3120",2002-04-23,2.86032
"3121",2002-04-24,2.9736
"3122",2002-04-25,2.9736
"3123",2002-04-26,2.86032
"3124",2002-04-27,2.91696
"3125",2002-04-28,3.17184
"3126",2002-04-29,3.37008
"3127",2002-04-30,3.22848
"3128",2003-04-01,4.63032
"3129",2003-04-02,4.22676
"3130",2003-04-03,4.0356
"3131",2003-04-04,3.88692
"3132",2003-04-05,3.84444
"3133",2003-04-06,3.78072
"3134",2003-04-07,3.75948
"3135",2003-04-08,3.717
"3136",2003-04-09,3.67452
"3137",2003-04-10,3.58956
"3138",2003-04-11,3.56832
"3139",2003-04-12,3.54708
"3140",2003-04-13,3.52584
"3141",2003-04-14,3.5046
"3142",2003-04-15,3.5046
"3143",2003-04-16,3.52584
"3144",2003-04-17,3.54708
"3145",2003-04-18,3.5046
"3146",2003-04-19,3.48336
"3147",2003-04-20,3.46212
"3148",2003-04-21,3.46212
"3149",2003-04-22,3.41964
"3150",2003-04-23,3.41964
"3151",2003-04-24,3.41964
"3152",2003-04-25,3.41964
"3153",2003-04-26,3.3984
"3154",2003-04-27,3.37716
"3155",2003-04-28,3.35592
"3156",2003-04-29,3.31344
"3157",2003-04-30,3.2922
"3158",2004-04-01,3.3984
"3159",2004-04-02,3.73824
"3160",2004-04-03,3.24972
"3161",2004-04-04,3.73824
"3162",2004-04-05,3.95064
"3163",2004-04-06,4.26924
"3164",2004-04-07,4.33296
"3165",2004-04-08,4.41792
"3166",2004-04-09,5.03388
"3167",2004-04-10,5.35248
"3168",2004-04-11,5.0976
"3169",2004-04-12,4.6728
"3170",2004-04-13,4.05684
"3171",2004-04-14,3.75948
"3172",2004-04-15,3.2922
"3173",2004-04-16,3.85152
"3174",2004-04-17,3.6816
"3175",2004-04-18,3.54
"3176",2004-04-19,3.42672
"3177",2004-04-20,3.2568
"3178",2004-04-21,3.28512
"3179",2004-04-22,3.03024
"3180",2004-04-23,3.1152
"3181",2004-04-24,3.20016
"3182",2004-04-25,3.1152
"3183",2004-04-26,3.05856
"3184",2004-04-27,2.693232
"3185",2004-04-28,2.664912
"3186",2004-04-29,2.656416
"3187",2004-04-30,2.602608
"3188",2005-04-01,10.13148
"3189",2005-04-02,8.68716
"3190",2005-04-03,7.79508
"3191",2005-04-04,7.66764
"3192",2005-04-05,7.51896
"3193",2005-04-06,6.7968
"3194",2005-04-07,6.09588
"3195",2005-04-08,5.22504
"3196",2005-04-09,4.60908
"3197",2005-04-10,4.75776
"3198",2005-04-11,4.52412
"3199",2005-04-12,4.43916
"3200",2005-04-13,4.20552
"3201",2005-04-14,3.99312
"3202",2005-04-15,3.78072
"3203",2005-04-16,3.5046
"3204",2005-04-17,3.3984
"3205",2005-04-18,3.35592
"3206",2005-04-19,3.33468
"3207",2005-04-20,3.22848
"3208",2005-04-21,3.186
"3209",2005-04-22,3.186
"3210",2005-04-23,3.186
"3211",2005-04-24,3.95064
"3212",2005-04-25,13.35996
"3213",2005-04-26,13.95468
"3214",2005-04-27,11.12976
"3215",2005-04-28,8.51724
"3216",2005-04-29,6.6906
"3217",2005-04-30,9.72792
"3218",2006-04-01,3.67452
"3219",2006-04-02,3.41964
"3220",2006-04-03,3.16476
"3221",2006-04-04,3.9648
"3222",2006-04-05,3.03732
"3223",2006-04-06,3.22848
"3224",2006-04-07,3.31344
"3225",2006-04-08,3.16476
"3226",2006-04-09,3.76656
"3227",2006-04-10,3.42672
"3228",2006-04-11,3.62496
"3229",2006-04-12,3.90816
"3230",2006-04-13,3.01608
"3231",2006-04-14,3.87984
"3232",2006-04-15,3.76656
"3233",2006-04-16,3.65328
"3234",2006-04-17,3.14352
"3235",2006-04-18,2.94528
"3236",2006-04-19,3.28512
"3237",2006-04-20,3.1152
"3238",2006-04-21,2.798016
"3239",2006-04-22,2.73288
"3240",2006-04-23,2.679072
"3241",2006-04-24,2.86032
"3242",2006-04-25,2.806512
"3243",2006-04-26,2.832
"3244",2006-04-27,2.88864
"3245",2006-04-28,3.00192
"3246",2006-04-29,3.3984
"3247",2006-04-30,3.45504
"3248",2007-04-01,3.717
"3249",2007-04-02,3.24972
"3250",2007-04-03,3.8232
"3251",2007-04-04,3.79488
"3252",2007-04-05,3.56832
"3253",2007-04-06,3.54
"3254",2007-04-07,3.45504
"3255",2007-04-08,3.48336
"3256",2007-04-09,3.48336
"3257",2007-04-10,3.56832
"3258",2007-04-11,3.48336
"3259",2007-04-12,3.51168
"3260",2007-04-13,3.6816
"3261",2007-04-14,3.87984
"3262",2007-04-15,3.85152
"3263",2007-04-16,3.65328
"3264",2007-04-17,3.20016
"3265",2007-04-18,3.28512
"3266",2007-04-19,3.3984
"3267",2007-04-20,3.42672
"3268",2007-04-21,3.48336
"3269",2007-04-22,3.54
"3270",2007-04-23,3.51168
"3271",2007-04-24,3.62496
"3272",2007-04-25,3.56832
"3273",2007-04-26,3.54
"3274",2007-04-27,3.3984
"3275",2007-04-28,3.22848
"3276",2007-04-29,3.00192
"3277",2007-04-30,2.78952
"3278",2008-04-01,7.1154
"3279",2008-04-02,6.11712
"3280",2008-04-03,5.50116
"3281",2008-04-04,4.58784
"3282",2008-04-05,4.37544
"3283",2008-04-06,4.16304
"3284",2008-04-07,3.75948
"3285",2008-04-08,3.58956
"3286",2008-04-09,3.46212
"3287",2008-04-10,3.52584
"3288",2008-04-11,3.35592
"3289",2008-04-12,3.99312
"3290",2008-04-13,3.8232
"3291",2008-04-14,3.70992
"3292",2008-04-15,3.70992
"3293",2008-04-16,3.62496
"3294",2008-04-17,3.70992
"3295",2008-04-18,3.59664
"3296",2008-04-19,3.62496
"3297",2008-04-20,3.3984
"3298",2008-04-21,3.28512
"3299",2008-04-22,3.17184
"3300",2008-04-23,3.05856
"3301",2008-04-24,2.91696
"3302",2008-04-25,2.778192
"3303",2008-04-26,2.832
"3304",2008-04-27,2.832
"3305",2008-04-28,3.08688
"3306",2008-04-29,2.91696
"3307",2008-04-30,2.735712
"3308",2009-04-01,3.56832
"3309",2009-04-02,3.17184
"3310",2009-04-03,2.9736
"3311",2009-04-04,3.08688
"3312",2009-04-05,3.34176
"3313",2009-04-06,3.37008
"3314",2009-04-07,3.2568
"3315",2009-04-08,3.1152
"3316",2009-04-09,3.08688
"3317",2009-04-10,3.05856
"3318",2009-04-11,3.48336
"3319",2009-04-12,3.9648
"3320",2009-04-13,3.12228
"3321",2009-04-14,3.9648
"3322",2009-04-15,3.65328
"3323",2009-04-16,3.51168
"3324",2009-04-17,3.34176
"3325",2009-04-18,3.17184
"3326",2009-04-19,3.14352
"3327",2009-04-20,2.91696
"3328",2009-04-21,2.94528
"3329",2009-04-22,2.670576
"3330",2009-04-23,2.4072
"3331",2009-04-24,2.381712
"3332",2009-04-25,2.432688
"3333",2009-04-26,2.684736
"3334",2009-04-27,2.594112
"3335",2009-04-28,2.71872
"3336",2009-04-29,2.71872
"3337",2009-04-30,2.656416
"3338",2010-04-01,47.1528
"3339",2010-04-02,39.9312
"3340",2010-04-03,27.1872
"3341",2010-04-04,22.7268
"3342",2010-04-05,26.7624
"3343",2010-04-06,32.922
"3344",2010-04-07,29.9484
"3345",2010-04-08,21.8772
"3346",2010-04-09,18.35136
"3347",2010-04-10,19.71072
"3348",2010-04-11,19.30716
"3349",2010-04-12,18.2664
"3350",2010-04-13,17.05572
"3351",2010-04-14,15.01668
"3352",2010-04-15,12.36168
"3353",2010-04-16,11.34216
"3354",2010-04-17,10.7262
"3355",2010-04-18,9.21816
"3356",2010-04-19,8.58096
"3357",2010-04-20,8.04996
"3358",2010-04-21,7.26408
"3359",2010-04-22,6.86052
"3360",2010-04-23,7.30656
"3361",2010-04-24,6.81804
"3362",2010-04-25,6.0534
"3363",2010-04-26,5.24628
"3364",2010-04-27,4.4604
"3365",2010-04-28,4.1418
"3366",2010-04-29,3.90816
"3367",2010-04-30,3.80196
"3368",2011-04-01,4.29048
"3369",2011-04-02,3.84444
"3370",2011-04-03,3.58956
"3371",2011-04-04,3.37716
"3372",2011-04-05,3.99312
"3373",2011-04-06,3.79488
"3374",2011-04-07,3.70992
"3375",2011-04-08,3.8232
"3376",2011-04-09,3.186
"3377",2011-04-10,3.56832
"3378",2011-04-11,3.69576
"3379",2011-04-12,3.5046
"3380",2011-04-13,4.92768
"3381",2011-04-14,7.47648
"3382",2011-04-15,6.372
"3383",2011-04-16,5.18256
"3384",2011-04-17,4.54536
"3385",2011-04-18,3.86568
"3386",2011-04-19,3.33468
"3387",2011-04-20,3.90816
"3388",2011-04-21,3.73824
"3389",2011-04-22,3.76656
"3390",2011-04-23,3.62496
"3391",2011-04-24,3.70992
"3392",2011-04-25,3.76656
"3393",2011-04-26,3.62496
"3394",2011-04-27,3.59664
"3395",2011-04-28,3.48336
"3396",2011-04-29,3.17184
"3397",2011-04-30,3.14352
"3398",2012-04-01,3.186
"3399",2012-04-02,3.8232
"3400",2012-04-03,3.62496
"3401",2012-04-04,3.54
"3402",2012-04-05,3.62496
"3403",2012-04-06,3.65328
"3404",2012-04-07,3.6816
